population,Country,Year,region
2039922,Liberia,1994,Sub-Saharan Africa
2094591,Liberia,1995,Sub-Saharan Africa
2203809,Liberia,1996,Sub-Saharan Africa
2360511,Liberia,1997,Sub-Saharan Africa
2540835,Liberia,1998,Sub-Saharan Africa
2710963,Liberia,1999,Sub-Saharan Africa
2847290,Liberia,2000,Sub-Saharan Africa
2939296,Liberia,2001,Sub-Saharan Africa
2996082,Liberia,2002,Sub-Saharan Africa
3037412,Liberia,2003,Sub-Saharan Africa
3092721,Liberia,2004,Sub-Saharan Africa
3182539,Liberia,2005,Sub-Saharan Africa
3313718,Liberia,2006,Sub-Saharan Africa
3477197,Liberia,2007,Sub-Saharan Africa
3658460,Liberia,2008,Sub-Saharan Africa
3835929,Liberia,2009,Sub-Saharan Africa
3994122,Liberia,2010,Sub-Saharan Africa
4128572,Liberia,2011,Sub-Saharan Africa
4244684,Liberia,2012,Sub-Saharan Africa
4348740,Liberia,2013,Sub-Saharan Africa
1561744,Libya,1964,Middle East & North Africa
1622996,Libya,1965,Middle East & North Africa
1688870,Libya,1966,Middle East & North Africa
1759132,Libya,1967,Middle East & North Africa
1833611,Libya,1968,Middle East & North Africa
1911968,Libya,1969,Middle East & North Africa
1994000,Libya,1970,Middle East & North Africa
2079897,Libya,1971,Middle East & North Africa
2169965,Libya,1972,Middle East & North Africa
2264278,Libya,1973,Middle East & North Africa
2362900,Libya,1974,Middle East & North Africa
2466000,Libya,1975,Middle East & North Africa
2572300,Libya,1976,Middle East & North Africa
2681887,Libya,1977,Middle East & North Africa
2797780,Libya,1978,Middle East & North Africa
2924086,Libya,1979,Middle East & North Africa
3063000,Libya,1980,Middle East & North Africa
3216430,Libya,1981,Middle East & North Africa
3381390,Libya,1982,Middle East & North Africa
3549220,Libya,1983,Middle East & North Africa
3708142,Libya,1984,Middle East & North Africa
3849801,Libya,1985,Middle East & North Africa
3970886,Libya,1986,Middle East & North Africa
4074021,Libya,1987,Middle East & North Africa
4164147,Libya,1988,Middle East & North Africa
4249018,Libya,1989,Middle East & North Africa
4334459,Libya,1990,Middle East & North Africa
4421885,Libya,1991,Middle East & North Africa
4509970,Libya,1992,Middle East & North Africa
4598629,Libya,1993,Middle East & North Africa
4687106,Libya,1994,Middle East & North Africa
4775009,Libya,1995,Middle East & North Africa
4862665,Libya,1996,Middle East & North Africa
4951076,Libya,1997,Middle East & North Africa
5041233,Libya,1998,Middle East & North Africa
5134324,Libya,1999,Middle East & North Africa
5231189,Libya,2000,Middle East & North Africa
5331311,Libya,2001,Middle East & North Africa
5434293,Libya,2002,Middle East & North Africa
5541062,Libya,2003,Middle East & North Africa
5652797,Libya,2004,Middle East & North Africa
5769709,Libya,2005,Middle East & North Africa
5893738,Libya,2006,Middle East & North Africa
6023053,Libya,2007,Middle East & North Africa
6149620,Libya,2008,Middle East & North Africa
6262667,Libya,2009,Middle East & North Africa
6355112,Libya,2010,Middle East & North Africa
6422772,Libya,2011,Middle East & North Africa
6469497,Libya,2012,Middle East & North Africa
6506095,Libya,2013,Middle East & North Africa
2927610,Lithuania,1964,Europe & Central Asia
2966462,Lithuania,1965,Europe & Central Asia
3003168,Lithuania,1966,Europe & Central Asia
3037887,Lithuania,1967,Europe & Central Asia
3071192,Lithuania,1968,Europe & Central Asia
3104044,Lithuania,1969,Europe & Central Asia
3137113,Lithuania,1970,Europe & Central Asia
3170575,Lithuania,1971,Europe & Central Asia
3204064,Lithuania,1972,Europe & Central Asia
3237070,Lithuania,1973,Europe & Central Asia
3268867,Lithuania,1974,Europe & Central Asia
3298964,Lithuania,1975,Europe & Central Asia
3327193,Lithuania,1976,Europe & Central Asia
3353830,Lithuania,1977,Europe & Central Asia
3379395,Lithuania,1978,Europe & Central Asia
3404630,Lithuania,1979,Europe & Central Asia
3430089,Lithuania,1980,Europe & Central Asia
3455403,Lithuania,1981,Europe & Central Asia
3480356,Lithuania,1982,Europe & Central Asia
3505769,Lithuania,1983,Europe & Central Asia
3532724,Lithuania,1984,Europe & Central Asia
3561668,Lithuania,1985,Europe & Central Asia
3593334,Lithuania,1986,Europe & Central Asia
3626602,Lithuania,1987,Europe & Central Asia
3657818,Lithuania,1988,Europe & Central Asia
3682059,Lithuania,1989,Europe & Central Asia
3695890,Lithuania,1990,Europe & Central Asia
3698095,Lithuania,1991,Europe & Central Asia
3689943,Lithuania,1992,Europe & Central Asia
3673606,Lithuania,1993,Europe & Central Asia
3652438,Lithuania,1994,Europe & Central Asia
3629104,Lithuania,1995,Europe & Central Asia
3604044,Lithuania,1996,Europe & Central Asia
3577128,Lithuania,1997,Europe & Central Asia
3549816,Lithuania,1998,Europe & Central Asia
3523732,Lithuania,1999,Europe & Central Asia
3500028,Lithuania,2000,Europe & Central Asia
3479622,Lithuania,2001,Europe & Central Asia
3462402,Lithuania,2002,Europe & Central Asia
3447170,Lithuania,2003,Europe & Central Asia
3432060,Lithuania,2004,Europe & Central Asia
3415748,Lithuania,2005,Europe & Central Asia
3397895,Lithuania,2006,Europe & Central Asia
3379043,Lithuania,2007,Europe & Central Asia
3359799,Lithuania,2008,Europe & Central Asia
3341097,Lithuania,2009,Europe & Central Asia
3323611,Lithuania,2010,Europe & Central Asia
3307481,Lithuania,2011,Europe & Central Asia
3292454,Lithuania,2012,Europe & Central Asia
3278337,Lithuania,2013,Europe & Central Asia
328603,Luxembourg,1964,Europe & Central Asia
331505,Luxembourg,1965,Europe & Central Asia
333465,Luxembourg,1966,Europe & Central Asia
334657,Luxembourg,1967,Europe & Central Asia
335573,Luxembourg,1968,Europe & Central Asia
336922,Luxembourg,1969,Europe & Central Asia
339184,Luxembourg,1970,Europe & Central Asia
342560,Luxembourg,1971,Europe & Central Asia
346805,Luxembourg,1972,Europe & Central Asia
351409,Luxembourg,1973,Europe & Central Asia
355635,Luxembourg,1974,Europe & Central Asia
358956,Luxembourg,1975,Europe & Central Asia
361239,Luxembourg,1976,Europe & Central Asia
362669,Luxembourg,1977,Europe & Central Asia
363435,Luxembourg,1978,Europe & Central Asia
363846,Luxembourg,1979,Europe & Central Asia
364158,Luxembourg,1980,Europe & Central Asia
364405,Luxembourg,1981,Europe & Central Asia
364589,Luxembourg,1982,Europe & Central Asia
364897,Luxembourg,1983,Europe & Central Asia
365550,Luxembourg,1984,Europe & Central Asia
366716,Luxembourg,1985,Europe & Central Asia
368467,Luxembourg,1986,Europe & Central Asia
370806,Luxembourg,1987,Europe & Central Asia
373733,Luxembourg,1988,Europe & Central Asia
377218,Luxembourg,1989,Europe & Central Asia
381225,Luxembourg,1990,Europe & Central Asia
385755,Luxembourg,1991,Europe & Central Asia
390778,Luxembourg,1992,Europe & Central Asia
396179,Luxembourg,1993,Europe & Central Asia
401804,Luxembourg,1994,Europe & Central Asia
407522,Luxembourg,1995,Europe & Central Asia
413377,Luxembourg,1996,Europe & Central Asia
419355,Luxembourg,1997,Europe & Central Asia
425216,Luxembourg,1998,Europe & Central Asia
430650,Luxembourg,1999,Europe & Central Asia
435491,Luxembourg,2000,Europe & Central Asia
439509,Luxembourg,2001,Europe & Central Asia
442882,Luxembourg,2002,Europe & Central Asia
446340,Luxembourg,2003,Europe & Central Asia
450888,Luxembourg,2004,Europe & Central Asia
457197,Luxembourg,2005,Europe & Central Asia
465586,Luxembourg,2006,Europe & Central Asia
475714,Luxembourg,2007,Europe & Central Asia
486781,Luxembourg,2008,Europe & Central Asia
497637,Luxembourg,2009,Europe & Central Asia
507448,Luxembourg,2010,Europe & Central Asia
515941,Luxembourg,2011,Europe & Central Asia
523362,Luxembourg,2012,Europe & Central Asia
530018,Luxembourg,2013,Europe & Central Asia
197519,"Macao, China",1964,East Asia & Pacific
206906,"Macao, China",1965,East Asia & Pacific
216869,"Macao, China",1966,East Asia & Pacific
227256,"Macao, China",1967,East Asia & Pacific
237127,"Macao, China",1968,East Asia & Pacific
245308,"Macao, China",1969,East Asia & Pacific
250995,"Macao, China",1970,East Asia & Pacific
253879,"Macao, China",1971,East Asia & Pacific
254280,"Macao, China",1972,East Asia & Pacific
252843,"Macao, China",1973,East Asia & Pacific
250548,"Macao, China",1974,East Asia & Pacific
248211,"Macao, China",1975,East Asia & Pacific
245913,"Macao, China",1976,East Asia & Pacific
243725,"Macao, China",1977,East Asia & Pacific
242455,"Macao, China",1978,East Asia & Pacific
243067,"Macao, China",1979,East Asia & Pacific
246230,"Macao, China",1980,East Asia & Pacific
252251,"Macao, China",1981,East Asia & Pacific
260913,"Macao, China",1982,East Asia & Pacific
271665,"Macao, China",1983,East Asia & Pacific
283662,"Macao, China",1984,East Asia & Pacific
296210,"Macao, China",1985,East Asia & Pacific
309212,"Macao, China",1986,East Asia & Pacific
322637,"Macao, China",1987,East Asia & Pacific
335931,"Macao, China",1988,East Asia & Pacific
348443,"Macao, China",1989,East Asia & Pacific
359709,"Macao, China",1990,East Asia & Pacific
369493,"Macao, China",1991,East Asia & Pacific
377886,"Macao, China",1992,East Asia & Pacific
385193,"Macao, China",1993,East Asia & Pacific
391906,"Macao, China",1994,East Asia & Pacific
398426,"Macao, China",1995,East Asia & Pacific
404808,"Macao, China",1996,East Asia & Pacific
411050,"Macao, China",1997,East Asia & Pacific
417435,"Macao, China",1998,East Asia & Pacific
424292,"Macao, China",1999,East Asia & Pacific
431867,"Macao, China",2000,East Asia & Pacific
440265,"Macao, China",2001,East Asia & Pacific
449472,"Macao, China",2002,East Asia & Pacific
459456,"Macao, China",2003,East Asia & Pacific
470127,"Macao, China",2004,East Asia & Pacific
481390,"Macao, China",2005,East Asia & Pacific
493267,"Macao, China",2006,East Asia & Pacific
505709,"Macao, China",2007,East Asia & Pacific
518463,"Macao, China",2008,East Asia & Pacific
531195,"Macao, China",2009,East Asia & Pacific
543656,"Macao, China",2010,East Asia & Pacific
555731,"Macao, China",2011,East Asia & Pacific
567441,"Macao, China",2012,East Asia & Pacific
578844,"Macao, China",2013,East Asia & Pacific
1462410,"Macedonia, FYR",1964,Europe & Central Asia
1481397,"Macedonia, FYR",1965,Europe & Central Asia
1498995,"Macedonia, FYR",1966,Europe & Central Asia
1515804,"Macedonia, FYR",1967,Europe & Central Asia
1532371,"Macedonia, FYR",1968,Europe & Central Asia
1549553,"Macedonia, FYR",1969,Europe & Central Asia
1567968,"Macedonia, FYR",1970,Europe & Central Asia
1587484,"Macedonia, FYR",1971,Europe & Central Asia
1607799,"Macedonia, FYR",1972,Europe & Central Asia
1629127,"Macedonia, FYR",1973,Europe & Central Asia
1651721,"Macedonia, FYR",1974,Europe & Central Asia
1675598,"Macedonia, FYR",1975,Europe & Central Asia
1701231,"Macedonia, FYR",1976,Europe & Central Asia
1728165,"Macedonia, FYR",1977,Europe & Central Asia
1754389,"Macedonia, FYR",1978,Europe & Central Asia
1777205,"Macedonia, FYR",1979,Europe & Central Asia
1794830,"Macedonia, FYR",1980,Europe & Central Asia
1806228,"Macedonia, FYR",1981,Europe & Central Asia
1812327,"Macedonia, FYR",1982,Europe & Central Asia
1815719,"Macedonia, FYR",1983,Europe & Central Asia
1820117,"Macedonia, FYR",1984,Europe & Central Asia
1828148,"Macedonia, FYR",1985,Europe & Central Asia
1840767,"Macedonia, FYR",1986,Europe & Central Asia
1857034,"Macedonia, FYR",1987,Europe & Central Asia
1875387,"Macedonia, FYR",1988,Europe & Central Asia
1893409,"Macedonia, FYR",1989,Europe & Central Asia
1909353,"Macedonia, FYR",1990,Europe & Central Asia
1922774,"Macedonia, FYR",1991,Europe & Central Asia
1934265,"Macedonia, FYR",1992,Europe & Central Asia
1944343,"Macedonia, FYR",1993,Europe & Central Asia
1953874,"Macedonia, FYR",1994,Europe & Central Asia
1963484,"Macedonia, FYR",1995,Europe & Central Asia
1973283,"Macedonia, FYR",1996,Europe & Central Asia
1982994,"Macedonia, FYR",1997,Europe & Central Asia
1992404,"Macedonia, FYR",1998,Europe & Central Asia
2001178,"Macedonia, FYR",1999,Europe & Central Asia
2009091,"Macedonia, FYR",2000,Europe & Central Asia
2016075,"Macedonia, FYR",2001,Europe & Central Asia
2022255,"Macedonia, FYR",2002,Europe & Central Asia
2027819,"Macedonia, FYR",2003,Europe & Central Asia
2033039,"Macedonia, FYR",2004,Europe & Central Asia
2038109,"Macedonia, FYR",2005,Europe & Central Asia
2043091,"Macedonia, FYR",2006,Europe & Central Asia
2047922,"Macedonia, FYR",2007,Europe & Central Asia
2052524,"Macedonia, FYR",2008,Europe & Central Asia
2056769,"Macedonia, FYR",2009,Europe & Central Asia
2060563,"Macedonia, FYR",2010,Europe & Central Asia
2063893,"Macedonia, FYR",2011,Europe & Central Asia
2066785,"Macedonia, FYR",2012,Europe & Central Asia
2069219,"Macedonia, FYR",2013,Europe & Central Asia
5623161,Madagascar,1964,Sub-Saharan Africa
5764278,Madagascar,1965,Sub-Saharan Africa
5909996,Madagascar,1966,Sub-Saharan Africa
6060590,Madagascar,1967,Sub-Saharan Africa
6216739,Madagascar,1968,Sub-Saharan Africa
6379309,Madagascar,1969,Sub-Saharan Africa
6548922,Madagascar,1970,Sub-Saharan Africa
6725666,Madagascar,1971,Sub-Saharan Africa
6909376,Madagascar,1972,Sub-Saharan Africa
7100076,Madagascar,1973,Sub-Saharan Africa
7297711,Madagascar,1974,Sub-Saharan Africa
7502097,Madagascar,1975,Sub-Saharan Africa
7713983,Madagascar,1976,Sub-Saharan Africa
7933128,Madagascar,1977,Sub-Saharan Africa
8157215,Madagascar,1978,Sub-Saharan Africa
8383124,Madagascar,1979,Sub-Saharan Africa
8608964,Madagascar,1980,Sub-Saharan Africa
8833875,Madagascar,1981,Sub-Saharan Africa
9059559,Madagascar,1982,Sub-Saharan Africa
9289882,Madagascar,1983,Sub-Saharan Africa
9530197,Madagascar,1984,Sub-Saharan Africa
9784559,Madagascar,1985,Sub-Saharan Africa
10054543,Madagascar,1986,Sub-Saharan Africa
10339739,Madagascar,1987,Sub-Saharan Africa
10639804,Madagascar,1988,Sub-Saharan Africa
10953663,Madagascar,1989,Sub-Saharan Africa
11280625,Madagascar,1990,Sub-Saharan Africa
11620718,Madagascar,1991,Sub-Saharan Africa
11974724,Madagascar,1992,Sub-Saharan Africa
12343496,Madagascar,1993,Sub-Saharan Africa
12728117,Madagascar,1994,Sub-Saharan Africa
13129227,Madagascar,1995,Sub-Saharan Africa
13547271,Madagascar,1996,Sub-Saharan Africa
13981666,Madagascar,1997,Sub-Saharan Africa
14430739,Madagascar,1998,Sub-Saharan Africa
14892172,Madagascar,1999,Sub-Saharan Africa
15364272,Madagascar,2000,Sub-Saharan Africa
15846412,Madagascar,2001,Sub-Saharan Africa
16338968,Madagascar,2002,Sub-Saharan Africa
16842482,Madagascar,2003,Sub-Saharan Africa
17357913,Madagascar,2004,Sub-Saharan Africa
17885967,Madagascar,2005,Sub-Saharan Africa
18426870,Madagascar,2006,Sub-Saharan Africa
18980391,Madagascar,2007,Sub-Saharan Africa
19546282,Madagascar,2008,Sub-Saharan Africa
20124150,Madagascar,2009,Sub-Saharan Africa
20713819,Madagascar,2010,Sub-Saharan Africa
21315135,Madagascar,2011,Sub-Saharan Africa
21928518,Madagascar,2012,Sub-Saharan Africa
22555046,Madagascar,2013,Sub-Saharan Africa
3877813,Malawi,1964,Sub-Saharan Africa
3974682,Malawi,1965,Sub-Saharan Africa
4074649,Malawi,1966,Sub-Saharan Africa
4178378,Malawi,1967,Sub-Saharan Africa
4287627,Malawi,1968,Sub-Saharan Africa
4404709,Malawi,1969,Sub-Saharan Africa
4531280,Malawi,1970,Sub-Saharan Africa
4667889,Malawi,1971,Sub-Saharan Africa
4814073,Malawi,1972,Sub-Saharan Africa
4969175,Malawi,1973,Sub-Saharan Africa
5132087,Malawi,1974,Sub-Saharan Africa
5301861,Malawi,1975,Sub-Saharan Africa
5481074,Malawi,1976,Sub-Saharan Africa
5670199,Malawi,1977,Sub-Saharan Africa
5863933,Malawi,1978,Sub-Saharan Africa
6055046,Malawi,1979,Sub-Saharan Africa
6239898,Malawi,1980,Sub-Saharan Africa
6409111,Malawi,1981,Sub-Saharan Africa
6567327,Malawi,1982,Sub-Saharan Africa
6741249,Malawi,1983,Sub-Saharan Africa
6967388,Malawi,1984,Sub-Saharan Africa
7268257,Malawi,1985,Sub-Saharan Africa
7661008,Malawi,1986,Sub-Saharan Africa
8128340,Malawi,1987,Sub-Saharan Africa
8616602,Malawi,1988,Sub-Saharan Africa
9051225,Malawi,1989,Sub-Saharan Africa
9380892,Malawi,1990,Sub-Saharan Africa
9583696,Malawi,1991,Sub-Saharan Africa
9681728,Malawi,1992,Sub-Saharan Africa
9721620,Malawi,1993,Sub-Saharan Africa
9772164,Malawi,1994,Sub-Saharan Africa
9883350,Malawi,1995,Sub-Saharan Africa
10070605,Malawi,1996,Sub-Saharan Africa
10319125,Malawi,1997,Sub-Saharan Africa
10612353,Malawi,1998,Sub-Saharan Africa
10922265,Malawi,1999,Sub-Saharan Africa
11228756,Malawi,2000,Sub-Saharan Africa
11529337,Malawi,2001,Sub-Saharan Africa
11833102,Malawi,2002,Sub-Saharan Africa
12144945,Malawi,2003,Sub-Saharan Africa
12472794,Malawi,2004,Sub-Saharan Africa
12822587,Malawi,2005,Sub-Saharan Africa
13195329,Malawi,2006,Sub-Saharan Africa
13589404,Malawi,2007,Sub-Saharan Africa
14005113,Malawi,2008,Sub-Saharan Africa
14442290,Malawi,2009,Sub-Saharan Africa
14900841,Malawi,2010,Sub-Saharan Africa
15380888,Malawi,2011,Sub-Saharan Africa
15882815,Malawi,2012,Sub-Saharan Africa
16406945,Malawi,2013,Sub-Saharan Africa
9286976,Malaysia,1964,East Asia & Pacific
9569499,Malaysia,1965,East Asia & Pacific
9844029,Malaysia,1966,East Asia & Pacific
10112042,Malaysia,1967,East Asia & Pacific
10376210,Malaysia,1968,East Asia & Pacific
10640883,Malaysia,1969,East Asia & Pacific
10909353,Malaysia,1970,East Asia & Pacific
11182967,Malaysia,1971,East Asia & Pacific
11461117,Malaysia,1972,East Asia & Pacific
11742976,Malaysia,1973,East Asia & Pacific
12027040,Malaysia,1974,East Asia & Pacific
12312736,Malaysia,1975,East Asia & Pacific
12600292,Malaysia,1976,East Asia & Pacific
12891897,Malaysia,1977,East Asia & Pacific
13191366,Malaysia,1978,East Asia & Pacific
13503629,Malaysia,1979,East Asia & Pacific
13832586,Malaysia,1980,East Asia & Pacific
14178739,Malaysia,1981,East Asia & Pacific
14542156,Malaysia,1982,East Asia & Pacific
14925545,Malaysia,1983,East Asia & Pacific
15331937,Malaysia,1984,East Asia & Pacific
15762856,Malaysia,1985,East Asia & Pacific
16220169,Malaysia,1986,East Asia & Pacific
16701745,Malaysia,1987,East Asia & Pacific
17200067,Malaysia,1988,East Asia & Pacific
17704839,Malaysia,1989,East Asia & Pacific
18208562,Malaysia,1990,East Asia & Pacific
18707774,Malaysia,1991,East Asia & Pacific
19204087,Malaysia,1992,East Asia & Pacific
19701263,Malaysia,1993,East Asia & Pacific
20205446,Malaysia,1994,East Asia & Pacific
20720810,Malaysia,1995,East Asia & Pacific
21247102,Malaysia,1996,East Asia & Pacific
21781499,Malaysia,1997,East Asia & Pacific
22322448,Malaysia,1998,East Asia & Pacific
22867698,Malaysia,1999,East Asia & Pacific
23414909,Malaysia,2000,East Asia & Pacific
23964621,Malaysia,2001,East Asia & Pacific
24515323,Malaysia,2002,East Asia & Pacific
25060184,Malaysia,2003,East Asia & Pacific
25590453,Malaysia,2004,East Asia & Pacific
26100241,Malaysia,2005,East Asia & Pacific
26586287,Malaysia,2006,East Asia & Pacific
27051142,Malaysia,2007,East Asia & Pacific
27502008,Malaysia,2008,East Asia & Pacific
27949395,Malaysia,2009,East Asia & Pacific
28401017,Malaysia,2010,East Asia & Pacific
28859154,Malaysia,2011,East Asia & Pacific
29321798,Malaysia,2012,East Asia & Pacific
29787203,Malaysia,2013,East Asia & Pacific
100370,Maldives,1964,South Asia
